"n","k","method","alignment","path_rel","edge_rel","stress1","coordinate_rmse","coordinate_relative_rmse","alignment_scale","surface_rms","surface_mc_se","surface_forward_rms","surface_reverse_rms","surface_area","reference_area","zero_area_faces","sample_size","surface_seed","subdivisions"
500,6,"Metric MDS","rigid",0.0469245765868838,0.232124032036634,0.042493780806412,0.36481023820315,0.391842791820071,1,0.270929190250223,0.00130212174010968,0.299175099306435,0.239373165192483,9.42926837130818,6.35828279568902,0,8000,1901,2
500,6,"Metric MDS","similarity",0.0469245765868838,0.232124032036634,0.042493780806412,0.306155862329602,0.32884210820999,0.815907108944034,0.230286238983331,0.00222740940905344,0.216227013836209,0.243535176550846,6.2771055418647,6.35828279568902,0,2000,1901,2
500,6,"Metric MDS","similarity",0.0469245765868838,0.232124032036634,0.042493780806412,0.306155862329602,0.32884210820999,0.815907108944034,0.230289309599402,0.00111824716143136,0.219392462549679,0.240693331041652,6.2771055418647,6.35828279568902,0,8000,1901,2
500,6,"MDS + edge-KK","rigid",0.00098048194576034,0.00299425390857671,0.045205338084004,0.361715719197753,0.388518967981169,1,0.277942360354957,0.00263278246521011,0.306619045603849,0.245944449484747,9.22034864537767,6.35828279568902,0,2000,1901,2
500,6,"MDS + edge-KK","rigid",0.00098048194576034,0.00299425390857671,0.045205338084004,0.361715719197753,0.388518967981169,1,0.277278077661229,0.00132053583774418,0.307781484876011,0.242974941651461,9.22034864537767,6.35828279568902,0,8000,1901,2
500,6,"MDS + edge-KK","similarity",0.00098048194576034,0.00299425390857671,0.045205338084004,0.304224467034041,0.326767595914369,0.818080433893135,0.234804863719538,0.0022252495887778,0.226551647688369,0.24277767397845,6.1707699309293,6.35828279568902,0,2000,1901,2
500,6,"MDS + edge-KK","similarity",0.00098048194576034,0.00299425390857671,0.045205338084004,0.304224467034041,0.326767595914369,0.818080433893135,0.233957271673752,0.00110731695202651,0.227594099709929,0.240151901335964,6.1707699309293,6.35828279568902,0,8000,1901,2
500,7,"Original saddle","rigid",0,4.55170778196148e-17,0.0647092028457769,2.87678620804604e-16,3.08995697265083e-16,1,0.0256448911478696,0.00113350081595117,0.0350757157132009,0.00922036068594232,6.84589644493833,6.35828279568902,0,2000,1901,2
500,7,"Original saddle","rigid",0,4.55170778196148e-17,0.0647092028457769,2.87678620804604e-16,3.08995697265083e-16,1,0.0247483276150048,0.000540537945252676,0.0338778531670904,0.00878922660239662,6.84589644493833,6.35828279568902,0,8000,1901,2
500,7,"Original saddle","similarity",0,4.55170778196148e-17,0.0647092028457769,3.21169947754847e-16,3.44968742096775e-16,1,0.0256448911478696,0.00113350081595117,0.0350757157132009,0.00922036068594235,6.84589644493833,6.35828279568902,0,2000,1901,2
500,7,"Original saddle","similarity",0,4.55170778196148e-17,0.0647092028457769,3.21169947754847e-16,3.44968742096775e-16,1,0.0247483276150048,0.000540537945252676,0.0338778531670904,0.00878922660239665,6.84589644493833,6.35828279568902,0,8000,1901,2
500,7,"Metric MDS","rigid",0.0446666946320885,0.202449686399102,0.0387406565125473,0.284509756628701,0.305592019255112,1,0.22970218929716,0.00231841043396298,0.249312915775722,0.208252878883402,8.71876310140113,6.35828279568902,0,2000,1901,2
500,7,"Metric MDS","rigid",0.0446666946320885,0.202449686399102,0.0387406565125473,0.284509756628701,0.305592019255112,1,0.229027428046461,0.0011516274049324,0.250422294283627,0.205416163241548,8.71876310140113,6.35828279568902,0,8000,1901,2
