"replicate","k","method","run","stage","mix","iterations","budget","hit_budget","final_gradient","final_energy","final_edge_scale","final_edge_rel","accepted_steps","max_energy_increase"
4,77,"classical","primary",2,0.25,200,200,TRUE,0.109784648215772,0.091764863569859,1.01477387583026,0.00618469561453036,201,0
4,77,"classical","primary",3,0.5,200,200,TRUE,0.190830429903025,0.0607126545197658,1.01517753724065,0.00500630044787984,201,0
4,77,"classical","primary",4,0.75,200,200,TRUE,0.0402924160623589,0.0459514385707162,1.01519759143464,0.00433615883162202,201,0
4,77,"classical","primary",5,1,200,200,TRUE,0.064610847287681,0.0399049938253982,1.01497684786445,0.00402408648695508,201,0
4,77,"stress","primary",1,0,200,200,TRUE,0.704166190443142,0.148094916014299,1.03593883717874,0.00773094822613858,201,0
4,77,"stress","primary",2,0.25,200,200,TRUE,0.0901887351970364,0.0566181813489242,1.03965210542835,0.00474175725234936,201,0
4,77,"stress","primary",3,0.5,200,200,TRUE,0.0600509416356429,0.0355274444573502,1.04080161456397,0.00373536741357122,201,0
4,77,"stress","primary",4,0.75,200,200,TRUE,0.0903802953978383,0.024682588180796,1.0415903986083,0.00309745200152507,201,0
4,77,"stress","primary",5,1,200,200,TRUE,0.0300387764810272,0.0178323517111885,1.04221815217871,0.00261972374016027,201,0
4,80,"classical","primary",1,0,200,200,TRUE,0.604784844287261,0.198269563803899,1.01254872400818,0.00879686997165654,201,0
4,80,"classical","primary",2,0.25,200,200,TRUE,0.122173367815057,0.0931489294682084,1.01482584211141,0.00598860388939677,201,0
4,80,"classical","primary",3,0.5,200,200,TRUE,0.183002661489701,0.0675224356309285,1.01515678961801,0.00507398554460771,201,0
4,80,"classical","primary",4,0.75,200,200,TRUE,0.054407205930078,0.0531642767940773,1.01505694826083,0.00448255558201198,201,0
4,80,"classical","primary",5,1,200,200,TRUE,0.0365262212742283,0.0457107664488509,1.0148093879859,0.00413900682711321,201,0
4,80,"stress","primary",1,0,200,200,TRUE,0.302100818817599,0.130375312305172,1.03664040821339,0.00696763873770284,201,0
4,80,"stress","primary",2,0.25,200,200,TRUE,0.102916207120612,0.066480882425984,1.03939424231812,0.00493965085065564,201,0
4,80,"stress","primary",3,0.5,200,200,TRUE,0.193327722374459,0.0437373662075678,1.04040685857918,0.00398456950160355,201,0
4,80,"stress","primary",4,0.75,200,200,TRUE,0.0695341045541118,0.0294543935574737,1.0412423368977,0.00325259028881381,201,0
4,80,"stress","primary",5,1,200,200,TRUE,0.0376493194503326,0.0202975372644523,1.04196931534385,0.00268619855579857,201,0
5,32,"classical","primary",1,0,200,200,TRUE,0.04835731433394,0.0551816684718613,1.01949297095777,0.0119234747670774,201,0
5,32,"classical","primary",2,0.25,200,200,TRUE,0.025967845782138,0.0328131141324248,1.02186143064952,0.0091584315592239,201,0
5,32,"classical","primary",3,0.5,200,200,TRUE,0.0172825372431067,0.0239041140983016,1.02198893995867,0.00780335737395577,201,0
5,32,"classical","primary",4,0.75,200,200,TRUE,0.102386506910748,0.0169549554283386,1.02171308235108,0.00656318965250013,201,0
5,32,"classical","primary",5,1,200,200,TRUE,0.061290187540442,0.0114285724992005,1.02174945952931,0.00537964474670477,201,0
5,32,"stress","primary",1,0,200,200,TRUE,0.109634437531443,0.0411923859454842,1.04179430285918,0.0100812910879702,201,0
